,暂无数据,,,,,,,,,,,,暂无数据
荔园大厦,南山区,3室2厅1厨2卫,中楼层 (共23层),97.06㎡,板塔结合,南,简装,两梯八户,2019-10-25,2016-10-31,满两年,550万元,南山中心
海印长城,南山区,2室2厅1厨1卫,中楼层 (共17层),80.35㎡,塔楼,南,简装,两梯六户,2019-10-20,2002-10-29,满五年,850万元,南山中心
花园城三期,南山区,4室2厅1厨2卫,中楼层 (共8层),125.56㎡,板楼,南 北,简装,一梯两户,2019-10-20,2013-03-29,满五年,1250万元,蛇口
幸福珺湾,宝安区,3室2厅1厨2卫,高楼层 (共31层),88.19㎡,板塔结合,东南,精装,两梯八户,2019-10-15,2016-06-28,满两年,680万元,碧海
东组团,南山区,3室2厅1厨1卫,低楼层 (共6层),73㎡,板塔结合,南,简装,一梯两户,2019-11-03,2014-03-17,满五年,520万元,华侨城
弘雅花园雅豪轩三期,宝安区,3室1厅1厨2卫,高楼层 (共8层),116.34㎡,板塔结合,南,精装,一梯两户,2019-11-06,2012-11-08,满五年,620万元,新安
创世纪滨海花园,南山区,3室1厅1厨2卫,高楼层 (共16层),78㎡,塔楼,西,精装,两梯六户,2019-11-04,2015-09-18,满两年,660万元,科技园
阳光里雅居,南山区,3室1厅1厨1卫,中楼层 (共31层),57.31㎡,塔楼,东南,精装,四梯十七户,2019-10-23,2012-09-14,满五年,620万元,南山中心
,暂无数据,,,,,,,,,,,,暂无数据
俊峰丽舍,南山区,3室1厅1厨1卫,中楼层 (共18层),86.98㎡,板塔结合,西南,精装,两梯四户,2019-11-15,2015-10-22,满两年,640万元,西丽
青春家园,南山区,3室2厅1厨1卫,高楼层 (共25层),90.29㎡,塔楼,西北,精装,三梯八户,2019-10-17,2003-06-18,满五年,788万元,南山中心
麓园,龙岗区,3室2厅1厨1卫,中楼层 (共34层),76.31㎡,塔楼,东南,毛坯,六梯八户,2019-05-26,2017-12-30,满两年,304.5万元,龙岗中心城
海月花园三期,南山区,3室2厅1厨2卫,低楼层 (共24层),125.16㎡,板塔结合,东南,精装,两梯四户,2019-10-15,2004-11-09,满五年,1350万元,蛇口
振华苑,罗湖区,3室2厅1厨1卫,中楼层 (共8层),96.06㎡,板楼,南,精装,一梯两户,2019-10-13,2008-11-21,满五年,430万元,莲塘
同泰时代中心,宝安区,2室2厅1厨1卫,中楼层 (共14层),65.42㎡,板塔结合,东 东南,精装,两梯十八户,2019-12-18,2017-04-26,满两年,190万元,福永
置地逸轩,罗湖区,1室1厅1厨1卫,高楼层 (共33层),46.21㎡,板塔结合,南,简装,三梯十五户,2019-12-28,2011-02-16,满五年,290万元,春风路
金地龙城中央一期,龙岗区,2室1厅1厨1卫,高楼层 (共34层),42.88㎡,板塔结合,西南,精装,五梯二十四户,2019-12-04,2016-03-26,满两年,115万元,龙岗中心城
中航阳光新苑,龙华区,2室1厅1厨1卫,高楼层 (共6层),67.72㎡,板塔结合,西南,精装,一梯四户,2019-12-01,2017-07-20,满两年,410万元,梅林关
西湖林语,南山区,2室2厅1厨1卫,低楼层 (共17层),72.76㎡,板楼,南,简装,两梯三户,2019-12-28,2013-03-20,满五年,580万元,大学城
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
前海东岸,南山区,4室2厅1厨2卫,高楼层 (共38层),131.89㎡,塔楼,南 北,毛坯,两梯四户,2019-06-18,2018-08-29,未满两年,1260万元,南头
祥云天都世纪大厦,福田区,1室0厅1厨1卫,高楼层 (共32层),34.46㎡,板塔结合,北,精装,四梯十六户,2019-08-13,2016-02-17,满两年,220万元,新洲
青年城邦园,龙华区,2室1厅1厨1卫,低楼层 (共13层),57.64㎡,板塔结合,东南,精装,三梯十九户,2018-12-07,2007-04-18,满五年,305万元,龙华中心
承翰陶柏莉,大鹏新区,3室2厅1厨1卫,高楼层 (共30层),72.78㎡,板塔结合,南,毛坯,三梯七户,2019-08-08,2016-08-15,满两年,286万元,大鹏半岛
龙华花半里花园,龙华区,4室2厅1厨2卫,中楼层 (共33层),86.82㎡,塔楼,南 东北,精装,两梯五户,2019-12-05,2012-11-27,满五年,520万元,龙华中心
宝田雅苑,宝安区,2室1厅1厨1卫,高楼层 (共16层),51.02㎡,板塔结合,西南,简装,两梯十二户,2019-11-24,2015-07-30,满两年,360万元,西乡
中城康桥花园一期,龙岗区,3室2厅1厨2卫,中楼层 (共12层),101.77㎡,塔楼,北,简装,两梯四户,2019-11-22,2012-12-28,满五年,275万元,丹竹头
宝能城,南山区,4室2厅1厨2卫,低楼层 (共47层),92.55㎡,塔楼,南,精装,三梯五户,2019-12-09,2016-12-27,满两年,990万元,大学城
宏发雍景城,光明区,3室2厅1厨2卫,低楼层 (共6层),101.56㎡,板塔结合,南 北,简装,两梯两户,2019-12-03,2006-06-06,满五年,450万元,公明
招商桃花园,南山区,3室2厅1厨2卫,低楼层 (共18层),100.82㎡,板塔结合,东南 东,精装,两梯五户,2019-12-04,2008-08-15,满五年,910万元,蛇口
劲力城市明珠,龙华区,3室2厅1厨2卫,高楼层 (共12层),101.72㎡,板塔结合,东南,精装,两梯四户,2019-11-27,2006-06-29,满五年,465万元,龙华中心
后海公馆,南山区,3室2厅1厨2卫,低楼层 (共28层),104.13㎡,塔楼,东南,精装,三梯五户,2019-11-26,2013-12-13,满五年,1350万元,蛇口
海境界家园一期,南山区,3室2厅1厨2卫,中楼层 (共32层),119.96㎡,塔楼,东南,精装,两梯七户,2019-12-03,2013-11-21,满五年,1380万元,蛇口
后海花园,南山区,4室2厅1厨2卫,中楼层 (共25层),125.95㎡,塔楼,东北,简装,两梯四户,2019-11-26,2014-04-18,满五年,628万元,后海
现代城华庭,南山区,3室2厅1厨2卫,中楼层 (共33层),122.43㎡,塔楼,东南,精装,三梯十一户,2019-11-28,2008-12-08,满五年,750万元,南山中心
君悦龙庭,龙岗区,6室2厅1厨2卫,中楼层 (共28层),124.32㎡,板塔结合,南 北,精装,两梯四户,2019-12-01,2015-06-08,满两年,710万元,龙岗中心城
天鹅堡,南山区,4室2厅1厨2卫,中楼层 (共34层),220.73㎡,板塔结合,西南,精装,两梯四户,2019-02-23,2010-11-16,满五年,1780万元,华侨城
百合盛世二期,龙岗区,4室1厅1厨2卫,中楼层 (共32层),88.79㎡,板塔结合,东南,毛坯,两梯四户,2019-12-19,2014-11-26,满五年,355万元,龙岗中心城
西海明珠花园,南山区,2室1厅1厨1卫,中楼层 (共30层),64.37㎡,塔楼,西北,简装,三梯七户,2019-09-08,暂无数据,暂无数据,625万元,南山中心
金地上塘道一期,龙华区,3室1厅1厨2卫,低楼层 (共24层),78.41㎡,板塔结合,东南,精装,两梯五户,2019-10-29,2010-09-25,满五年,499万元,红山
communityName,areaName,roomType,louCeng,area,jianZhu,chaoXiang,zhuangXiu,tiHu,guapaitime,jiaoyitime,nianxian,totalPrice,location
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
怡都大厦,罗湖区,4室1厅1厨1卫,高楼层 (共21层),94.02㎡,板塔结合,南,简装,两梯十户,2019-06-01,2001-09-04,满五年,303万元,罗湖口岸
,暂无数据,,,,,,,,,,,,暂无数据
桃源居六区,宝安区,3室1厅1厨1卫,高楼层 (共18层),84.88㎡,板塔结合,东南,精装,两梯四户,2019-11-06,2013-04-22,满五年,490万元,桃源居
前海康城华府,南山区,3室2厅1厨2卫,高楼层 (共16层),89.97㎡,塔楼,南,精装,两梯四户,2019-12-27,2014-12-24,满五年,860万元,前海
英伦名苑三期,南山区,2室1厅1厨1卫,低楼层 (共14层),75.57㎡,板楼,南,精装,两梯三户,2019-10-30,2006-07-11,满五年,900万元,科技园
金城华庭,罗湖区,2室1厅1厨1卫,中楼层 (共24层),64㎡,塔楼,东南,精装,三梯十户,2019-12-24,2016-02-29,满两年,498万元,螺岭
领航城领秀花园,宝安区,3室2厅1厨1卫,低楼层 (共31层),89.29㎡,板塔结合,东南 南,精装,两梯四户,2019-12-15,2016-05-04,满两年,580万元,西乡
半山御景,福田区,3室2厅1厨1卫,低楼层 (共15层),59.57㎡,塔楼,北,精装,一梯三户,2019-12-26,2016-03-08,满两年,510万元,梅林
,暂无数据,,,,,,,,,,,,暂无数据
富怡花园,宝安区,3室2厅1厨1卫,中楼层 (共8层),81.4㎡,板塔结合,西南,精装,一梯两户,2019-12-28,2002-12-26,满五年,420万元,翻身
御府名筑,龙岗区,4室2厅1厨2卫,低楼层 (共29层),157.23㎡,板塔结合,东南,精装,三梯三户,2019-03-21,2013-11-15,满五年,650万元,龙岗中心城
广兴源圣拿威,宝安区,3室2厅1厨2卫,高楼层 (共17层),127㎡,板塔结合,东,精装,两梯四户,2019-12-12,2012-10-22,满五年,900万元,碧海
,暂无数据,,,,,,,,,,,,暂无数据
吉祥来花园,龙岗区,4室1厅1厨2卫,中楼层 (共15层),95.43㎡,板塔结合,西南,精装,两梯四户,2019-07-06,2011-03-14,满五年,350万元,龙岗中心城
金色假日,福田区,2室1厅1厨1卫,高楼层 (共26层),59.13㎡,板塔结合,东北,精装,三梯八户,2019-11-20,2013-08-01,满五年,498万元,景田
桃源居十二区,宝安区,3室2厅1厨1卫,高楼层 (共8层),92.6㎡,塔楼,西南,精装,一梯三户,2019-12-22,2016-01-27,满两年,432万元,桃源居
新阁小区,福田区,1室1厅1厨1卫,中楼层 (共7层),38.98㎡,板楼,北,精装,一梯三十二户,2020-01-01,2005-07-04,满五年,170万元,银湖
,暂无数据,,,,,,,,,,,,暂无数据
阳光广场,龙岗区,2室2厅1厨1卫,高楼层 (共9层),72.85㎡,板塔结合,西,精装,一梯十九户,2019-08-07,2016-10-08,满两年,209万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
东方新地,南山区,1室0厅1厨1卫,中楼层 (共23层),41.42㎡,塔楼,东南,精装,两梯六户,2019-12-22,2015-01-14,满两年,310万元,南头
南光名仕苑,福田区,2室1厅1厨1卫,中楼层 (共32层),79.9㎡,板塔结合,北,简装,三梯十二户,2019-10-06,2016-02-25,满两年,515万元,皇岗
新天富山海华庭,盐田区,3室2厅1厨2卫,中楼层 (共33层),98.99㎡,板塔结合,东南 东北,精装,三梯八户,2019-11-14,2010-06-11,满五年,398万元,沙头角
东部山海家园,盐田区,1室1厅1厨1卫,中楼层 (共7层),47㎡,板塔结合,东南,精装,一梯七户,2019-12-31,2015-09-18,满两年,220万元,沙头角
,暂无数据,,,,,,,,,,,,暂无数据
南景豪庭,龙岗区,3室1厅1厨1卫,中楼层 (共21层),76㎡,塔楼,南 西南,简装,两梯八户,2019-12-09,2016-03-25,满两年,295万元,布吉大芬
中粮幸福花园,宝安区,2室1厅1厨1卫,高楼层 (共27层),48.01㎡,板塔结合,南,精装,三梯十二户,2019-12-31,2016-03-23,满两年,350万元,西乡
苏豪名厦,南山区,2室1厅1厨1卫,中楼层 (共28层),93.36㎡,塔楼,西南,简装,三梯十四户,2019-03-29,2015-11-26,满两年,456万元,南头
兴达华府,宝安区,2室1厅1厨1卫,中楼层 (共29层),51.41㎡,板塔结合,南,简装,三梯二十二户,2019-12-15,2015-07-08,满两年,335万元,西乡
中粮幸福花园,宝安区,2室1厅1厨1卫,高楼层 (共27层),43.57㎡,板塔结合,东南,简装,三梯十二户,2019-12-27,2017-04-26,满两年,380万元,西乡
京基东方颐园,罗湖区,3室1厅1厨1卫,低楼层 (共33层),50.6㎡,塔楼,北,精装,四梯十八户,2019-11-20,2014-06-19,满五年,415万元,螺岭
阳光棕榈园三期,南山区,3室2厅1厨1卫,中楼层 (共11层),83.57㎡,板楼,东南,精装,一梯四户,2019-12-21,2005-04-06,满五年,660万元,前海
丰湖花园,罗湖区,3室1厅1厨1卫,中楼层 (共26层),84.68㎡,板塔结合,南,简装,三梯十户,2019-06-08,2017-06-05,满两年,382万元,清水河
中城康桥花园一期,龙岗区,3室1厅1厨2卫,高楼层 (共12层),92.08㎡,塔楼,西北,精装,一梯四户,2019-10-24,2019-01-03,未满两年,340万元,丹竹头
阳光广场,龙岗区,2室2厅1厨1卫,高楼层 (共9层),72.73㎡,板塔结合,南,精装,一梯十四户,2019-11-17,2010-02-03,满五年,227万元,龙岗中心城
锦绣东方,龙岗区,3室2厅1厨2卫,中楼层 (共17层),86.59㎡,板塔结合,北,精装,两梯三户,2019-10-21,2008-07-24,满五年,445万元,龙岗中心城
万科红二期,龙岗区,3室1厅1厨2卫,中楼层 (共29层),102.8㎡,塔楼,南,精装,两梯七户,2019-12-23,2012-06-18,满五年,560万元,布吉关
,暂无数据,,,,,,,,,,,,暂无数据
佳兆业前海广场一期,南山区,4室1厅1厨2卫,高楼层 (共32层),109.04㎡,塔楼,南,精装,两梯四户,2019-10-19,2014-05-15,满五年,1280万元,前海
雅颂居,福田区,4室2厅1厨3卫,中楼层 (共25层),171.17㎡,板塔结合,南,简装,两梯四户,2018-10-09,2016-06-28,满两年,1750万元,莲花
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
星河世纪,福田区,2室1厅1厨1卫,中楼层 (共32层),62.94㎡,板塔结合,西南,精装,八梯二十八户,2020-01-01,2014-03-07,满五年,610万元,福田中心
,暂无数据,,,,,,,,,,,,暂无数据
奥林华府,龙岗区,4室1厅1厨2卫,低楼层 (共25层),154.7㎡,塔楼,南 北,毛坯,两梯三户,2018-07-03,2006-11-02,满五年,895万元,大运新城
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
紫光名苑,福田区,1室1厅1厨1卫,高楼层 (共31层),49.28㎡,塔楼,东,简装,三梯二十户,2019-12-29,2010-04-23,满五年,320万元,皇岗
恒福花园,福田区,3室2厅1厨1卫,低楼层 (共19层),63.42㎡,板塔结合,东北,简装,两梯八户,2019-03-02,2017-08-18,满两年,388万元,皇岗
麓园,龙岗区,3室2厅1厨1卫,中楼层 (共34层),76.31㎡,塔楼,东南,毛坯,六梯八户,2019-05-26,2017-12-30,满两年,304.5万元,龙岗中心城
,暂无数据,,,,,,,,,,,,暂无数据
坤祥花语馨,龙岗区,3室2厅1厨1卫,中楼层 (共30层),81.74㎡,板塔结合,东南,精装,两梯六户,2019-11-07,2012-12-12,满五年,367万元,布吉街
东方明珠城,龙岗区,2室1厅1厨1卫,高楼层 (共32层),69.54㎡,塔楼,西南,简装,三梯八户,2019-12-11,2013-04-15,满五年,263万元,龙岗中心城
宝生Midtown,福田区,2室1厅1厨1卫,高楼层 (共45层),82.94㎡,板塔结合,东北,精装,三梯五户,2019-09-16,2017-06-21,满两年,900万元,石厦
香缇雅苑,龙华区,2室1厅1厨1卫,中楼层 (共18层),64.55㎡,板塔结合,东南,精装,两梯四户,2019-06-21,2012-07-26,满五年,348万元,龙华中心
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
万科金色领域,宝安区,3室2厅1厨2卫,中楼层 (共15层),124.42㎡,板楼,东南,精装,两梯三户,2019-03-13,2011-03-06,满五年,550万元,福永
,暂无数据,,,,,,,,,,,,暂无数据
华联城市全景壹号,宝安区,5室2厅1厨2卫,高楼层 (共39层),162.45㎡,板塔结合,南,精装,三梯七户,2019-08-08,2016-04-16,满两年,1450万元,新安
绿海湾花园,南山区,4室2厅1厨2卫,中楼层 (共31层),131.46㎡,板塔结合,东 西,精装,两梯四户,2019-03-09,2009-01-23,满五年,1850万元,深圳湾
塘朗雅苑,南山区,3室2厅1厨1卫,高楼层 (共17层),77.66㎡,塔楼,南 北,简装,三梯三户,2019-07-23,2010-02-12,满五年,630万元,西丽
鸿隆广场,宝安区,2室1厅1厨1卫,中楼层 (共31层),48.37㎡,板塔结合,东北,精装,四梯十七户,2020-01-04,2015-07-28,满两年,340万元,西乡
桃源村二期,南山区,3室2厅1厨1卫,中楼层 (共20层),92.39㎡,塔楼,南 北,简装,两梯七户,2020-01-03,2005-08-15,满五年,580万元,西丽
环岛丽园,罗湖区,3室1厅1厨2卫,高楼层 (共33层),90.71㎡,塔楼,西南,精装,三梯八户,2019-01-20,2007-05-28,满五年,660万元,螺岭
,暂无数据,,,,,,,,,,,,暂无数据
缘来居,南山区,2室2厅1厨1卫,中楼层 (共15层),74.53㎡,板塔结合,南,精装,两梯十四户,2019-12-07,2014-09-03,满五年,680万元,科技园
泰雅园,龙岗区,2室1厅1厨1卫,中楼层 (共17层),68.71㎡,板塔结合,西北,精装,两梯四户,2019-12-10,2010-08-17,满五年,300万元,布吉大芬
力高君御国际,坪山区,3室2厅1厨2卫,低楼层 (共35层),78㎡,板塔结合,东南,精装,两梯四户,2019-12-13,2015-05-28,满两年,310万元,坪山
,暂无数据,,,,,,,,,,,,暂无数据
玉雅居,罗湖区,2室2厅1厨1卫,低楼层 (共10层),45.39㎡,板塔结合,西,简装,一梯六户,2019-09-02,2013-09-13,满五年,240万元,莲塘
御景台雅园,盐田区,3室1厅1厨1卫,低楼层 (共28层),89.42㎡,板塔结合,南,毛坯,两梯四户,2019-03-23,2016-03-27,满两年,340万元,盐田港
中信领航,宝安区,4室2厅1厨2卫,高楼层 (共31层),122.4㎡,塔楼,东南,精装,两梯三户,2019-12-14,2015-09-09,满两年,720万元,西乡
星海名城五期,南山区,2室1厅1厨1卫,高楼层 (共32层),45.49㎡,塔楼,北,简装,三梯十二户,2018-12-28,2015-12-31,满两年,430万元,前海
合正锦湖魅力城,罗湖区,2室1厅1厨1卫,低楼层 (共32层),62.18㎡,塔楼,南 北,精装,三梯六户,2019-11-26,2008-11-05,满五年,399万元,洪湖
保利悦都,龙华区,3室1厅1厨2卫,低楼层 (共27层),78.05㎡,板塔结合,东南,毛坯,三梯五户,2019-10-27,2015-10-27,满两年,460万元,龙华中心
西城上筑花园,宝安区,3室2厅1厨2卫,高楼层 (共31层),108.58㎡,板塔结合,东,精装,三梯六户,2019-12-24,2015-04-22,满两年,1100万元,宝安中心
,暂无数据,,,,,,,,,,,,暂无数据
鹏兴花园六期,罗湖区,3室2厅1厨1卫,中楼层 (共11层),90.2㎡,板楼,南 北,简装,一梯三户,2019-06-10,2004-04-13,满五年,598万元,莲塘
,暂无数据,,,,,,,,,,,,暂无数据
,暂无数据,,,,,,,,,,,,暂无数据
万科红一期,龙岗区,2室1厅1厨1卫,中楼层 (共31层),70.6㎡,板塔结合,南,精装,两梯六户,2019-11-19,2013-04-08,满五年,420万元,布吉关
嘉洲富苑,福田区,2室1厅1厨1卫,低楼层 (共27层),41.02㎡,塔楼,东,精装,三梯十三户,2019-10-16,2014-08-22,满五年,262万元,新洲
大益广场,宝安区,2室2厅1厨1卫,高楼层 (共9层),65.48㎡,板塔结合,东南,精装,一梯四户,2019-12-12,2017-03-06,满两年,380万元,西乡
金海岸大厦,南山区,2室1厅1厨1卫,中楼层 (共30层),64.5㎡,塔楼,南,简装,三梯十五户,2019-12-27,2005-06-10,满五年,586万元,后海
景山花园,宝安区,2室1厅1厨1卫,中楼层 (共7层),60.78㎡,板塔结合,南,精装,一梯四户,2019-12-11,2017-04-18,满两年,286万元,福永
信义假日名城六期溢芳园,龙岗区,1室1厅1厨1卫,低楼层 (共24层),44.34㎡,塔楼,西南,简装,两梯六户,2019-12-08,2015-08-18,满两年,230万元,布吉关
嘉宝田花园,罗湖区,2室1厅1厨1卫,低楼层 (共25层),67.74㎡,板塔结合,北,简装,三梯八户,2019-11-20,2010-06-13,满五年,440万元,笋岗
communityName,areaName,roomType,louCeng,area,jianZhu,chaoXiang,zhuangXiu,tiHu,guapaitime,jiaoyitime,nianxian,totalPrice,location
天誉国际公馆,龙岗区,3室2厅1厨2卫,低楼层 (共41层),127.34㎡,板塔结合,东南,精装,三梯四户,2018-07-06,2014-09-10,满五年,338万元,龙岗中心城
世纪春城三期,龙华区,2室2厅1厨1卫,低楼层 (共16层),77.36㎡,板塔结合,东北,简装,两梯八户,2018-07-27,2013-03-28,满五年,385万元,民治
文华花园,罗湖区,3室1厅1厨1卫,低楼层 (共30层),85.59㎡,板塔结合,北,精装,三梯八户,2019-05-02,2015-05-11,满两年,350万元,黄贝岭
向南瑞峰花园,南山区,2室2厅1厨1卫,低楼层 (共31层),76.73㎡,塔楼,东,精装,两梯十二户,2018-08-03,2011-02-19,满五年,550万元,南山中心
万科第五园八期,龙岗区,3室2厅1厨2卫,高楼层 (共18层),89.36㎡,板塔结合,南,精装,两梯四户,2019-08-31,2008-10-12,满五年,515万元,坂田
桃源村三期,南山区,3室2厅1厨1卫,高楼层 (共34层),92.11㎡,塔楼,东,精装,三梯八户,2019-11-05,2016-02-03,满两年,680万元,西丽
蔚蓝海岸2期,南山区,3室1厅1厨2卫,低楼层 (共29层),117.17㎡,塔楼,北,简装,两梯八户,2018-07-15,2003-03-24,满五年,1080万元,后海
万科东方尊峪,罗湖区,3室2厅1厨2卫,高楼层 (共24层),124.81㎡,板塔结合,西北,精装,两梯四户,2019-06-25,2009-11-05,满五年,745万元,莲塘
星湖花园,罗湖区,1室0厅1厨1卫,中楼层 (共28层),37.07㎡,板塔结合,东北,简装,三梯十六户,2018-07-20,2016-01-26,满两年,175万元,银湖
保利上城,龙岗区,1室1厅1厨1卫,中楼层 (共32层),53.47㎡,板塔结合,东南,精装,六梯二十户,2018-07-20,2015-04-10,满两年,165万元,龙岗中心城
春华四季园二期,龙华区,4室2厅1厨2卫,中楼层 (共11层),122.67㎡,板塔结合,南,精装,一梯两户,2019-05-11,2008-08-01,满五年,650万元,民治
城南雅筑,龙岗区,3室1厅1厨1卫,低楼层 (共17层),82.02㎡,板塔结合,东南,简装,两梯五户,2018-03-08,2016-03-18,满两年,280万元,龙岗中心城
鼎胜山邻居,南山区,2室2厅1厨1卫,高楼层 (共15层),47.32㎡,塔楼,南,精装,两梯八户,2019-12-26,2017-12-22,满两年,410万元,西丽
鸿翔花园,罗湖区,1室0厅1厨1卫,高楼层 (共29层),40.91㎡,板塔结合,北,简装,三梯十九户,2018-05-18,2009-12-11,满五年,170万元,地王
万科天誉二期,龙岗区,4室2厅1厨2卫,高楼层 (共40层),123.26㎡,板塔结合,西南,精装,两梯五户,2018-02-28,2015-06-08,满两年,660万元,龙岗中心城
合能城市阳光花园,龙华区,2室2厅1厨1卫,低楼层 (共22层),67.01㎡,板塔结合,东南,精装,两梯七户,2018-07-18,2011-05-20,满五年,275万元,龙华中心
招商华侨城曦城一二期,宝安区,,,,,,,,2019-12-20,2014-04-25,满五年,2500万元,曦城
金地名轩,福田区,2室1厅1厨1卫,高楼层 (共33层),70.45㎡,板塔结合,南,简装,三梯十三户,2019-06-09,2017-04-21,满两年,580万元,沙尾
中央悦城,龙岗区,4室2厅1厨2卫,低楼层 (共31层),179.22㎡,板楼,南,精装,两梯四户,2018-07-08,2009-12-10,满五年,565万元,龙岗中心城
深港豪苑,罗湖区,4室2厅1厨2卫,中楼层 (共22层),150.95㎡,塔楼,东 东南,简装,两梯六户,2017-12-13,2017-07-05,满两年,800万元,地王
东方时代广场,福田区,3室1厅1厨1卫,高楼层 (共29层),79.15㎡,板塔结合,东,精装,三梯十三户,2018-10-07,2010-06-04,满五年,680万元,华强北
香山里,南山区,3室1厅1厨2卫,中楼层 (共33层),153㎡,板塔结合,东南,精装,三梯七户,2019-02-24,2016-10-15,满两年,1280万元,华侨城
祥青苑,罗湖区,1室0厅0厨1卫,高楼层 (共9层),20.62㎡,板楼,南,简装,两梯六户,2019-11-02,2018-07-12,未满两年,120万元,银湖
锦花大厦,罗湖区,3室1厅1厨1卫,高楼层 (共24层),98.18㎡,塔楼,西北,精装,两梯六户,2019-09-25,2016-05-23,满两年,328万元,春风路
锦龙名苑,龙岗区,2室1厅1厨1卫,低楼层 (共9层),47.49㎡,板塔结合,南,精装,一梯三户,2019-02-26,2016-06-16,满两年,175万元,龙岗双龙
南海玫瑰花园三期,南山区,4室1厅1厨3卫,低楼层 (共23层),144.7㎡,板楼,东南,简装,两梯四户,2019-08-31,2008-06-06,满五年,1620万元,蛇口
博林天瑞,南山区,4室2厅1厨4卫,低楼层 (共45层),172.3㎡,板塔结合,南,毛坯,两梯两户,2018-10-21,2015-06-21,满两年,1600万元,大学城
卓越皇后道,龙华区,3室1厅1厨2卫,低楼层 (共32层),87.8㎡,板塔结合,东南,精装,两梯四户,2019-11-19,2013-11-28,满五年,575万元,红山
万科天誉二期,龙岗区,3室2厅1厨2卫,低楼层 (共50层),89.74㎡,板塔结合,西南,精装,两梯六户,2018-01-15,2015-08-31,满两年,450万元,龙岗中心城
中海锦城,龙华区,3室1厅1厨1卫,低楼层 (共48层),78.54㎡,板塔结合,东南,精装,三梯五户,2019-12-02,2016-06-23,满两年,640万元,上塘
左庭右院,龙岗区,2室2厅1厨1卫,中楼层 (共15层),75.41㎡,板塔结合,东南,精装,两梯三户,2019-12-05,2015-12-28,满两年,338万元,丹竹头
鹏达花园,龙岗区,3室2厅1厨2卫,低楼层 (共6层),103.66㎡,板塔结合,西南,简装,一梯两户,2018-07-13,2016-03-01,满两年,310万元,龙岗双龙
鸿隆广场,宝安区,3室2厅1厨1卫,中楼层 (共31层),48.37㎡,板塔结合,西北,精装,四梯十七户,2020-01-02,2007-09-24,满五年,420万元,西乡
中海康城国际一期,龙岗区,3室2厅1厨1卫,中楼层 (共33层),88.99㎡,塔楼,西南,精装,两梯六户,2019-11-19,2015-06-19,满两年,368万元,大运新城
东方凤雅台,罗湖区,2室2厅1厨1卫,低楼层 (共9层),56.71㎡,板楼,北,精装,两梯四户,2019-11-26,2016-02-24,满两年,292万元,莲塘
缤纷假日豪园,南山区,4室2厅1厨2卫,高楼层 (共19层),140.55㎡,板塔结合,东 西,简装,两梯六户,2017-02-25,2009-11-24,满五年,1080万元,南山中心
国都高尔夫花园二期,福田区,2室1厅1厨1卫,低楼层 (共31层),79.72㎡,塔楼,南,精装,三梯八户,2017-09-10,2008-12-05,满五年,560万元,车公庙
怡乐花园,龙岗区,2室2厅1厨1卫,中楼层 (共7层),59.23㎡,板塔结合,东南,简装,一梯两户,2019-06-14,2015-01-22,满两年,228万元,丹竹头
华裕花园,罗湖区,2室1厅1厨1卫,中楼层 (共32层),52.94㎡,板塔结合,南,精装,四梯十五户,2019-12-11,2017-05-08,满两年,290万元,螺岭
大族河山,龙岗区,3室1厅1厨1卫,高楼层 (共33层),78.89㎡,板塔结合,东南,其他,两梯五户,2019-11-15,2015-04-23,满两年,360万元,布吉南岭
鸿基大厦,罗湖区,2室2厅1厨1卫,中楼层 (共31层),73.32㎡,板塔结合,南,简装,四梯十二户,2018-08-03,2015-08-21,满两年,335万元,东门
万科第五园三期,龙岗区,4室2厅1厨2卫,低楼层 (共23层),117㎡,塔楼,南,精装,两梯四户,2018-03-16,2009-09-23,满五年,545万元,坂田
嘉多利花园,罗湖区,3室2厅1厨2卫,中楼层 (共25层),113.99㎡,塔楼,南 北,简装,两梯四户,2016-12-12,2016-06-28,满两年,1000万元,翠竹
新鸿进花园,龙岗区,2室1厅1厨1卫,高楼层 (共7层),69.59㎡,板塔结合,南,精装,一梯两户,2018-01-21,2016-10-26,满两年,235万元,龙岗中心城
communityName,areaName,roomType,louCeng,area,jianZhu,chaoXiang,zhuangXiu,tiHu,guapaitime,jiaoyitime,nianxian,totalPrice,location
南国丽城,南山区,3室1厅1厨2卫,高楼层 (共18层),116.54㎡,板塔结合,东北 西南,精装,两梯四户,2019-10-14,2016-03-31,满两年,860万元,大学城
万科红三期,龙岗区,1室0厅1厨1卫,低楼层 (共28层),30.78㎡,板塔结合,西,精装,五梯十二户,2018-07-27,2016-10-28,满两年,125万元,布吉关
